update algorithm,max distance,Trial Number, Time Step,  Total Num Clusters,  truely Num Clusters, Mean Cluster Size,  truely Mean cluster size, Cluster Size Std.Dev,  Unclustered boids, Mean Correct Belief (All) ,Correct Red Number,Correct Green Number,Correct Blue Number,Mean Correct Belief (All Red),  Mean Correct Belief (All Green),  Mean Correct Belief (All Blue)
m1,30,2,3450,30,11,5,11.454545,107.51724,24.000008,1,47,46,57,1,1,1
m1,30,2,3500,25,13,6,10.384615,112.25,15,1,47,46,57,1,1,1
m1,30,2,3550,28,14,5.357143,9.642858,73.20107,15,1,47,46,57,1,1,1
m1,30,2,3600,31,14,4.83871,9.071428,81.60643,23,1,47,46,57,1,1,1
m1,30,2,3650,32,15,4.6875,8.466666,74.09274,23.000008,1,47,46,57,1,1,1
m1,30,2,3700,29,13,5.172414,9.846154,41.576363,22,1,47,46,57,1,1,1
m1,30,2,3750,28,10,5.357143,12.9,102.08993,21,1,47,46,57,1,1,1
m1,30,2,3800,32,15,4.6875,8.6,120.479836,21,1,47,46,57,1,1,1
m1,30,2,3850,35,10,4.285714,12.2,97.092445,28,1,47,46,57,1,1,1
m1,30,2,3900,30,12,5,10.583333,45.517242,23,1,47,46,57,1,1,1
m1,30,2,3950,39,14,3.8461537,8.5,31.02834,31,1,47,46,57,1,1,1
m1,30,2,4000,31,9,4.83871,13.777778,84.073074,26,1,47,46,57,1,1,1
m1,30,2,4050,27,9,5.5555553,14.333333,155.87184,21,1,47,46,57,1,1,1
m1,30,2,4100,28,10,5.357143,12.7,124.164,23,1,47,46,57,1,1,1
m1,30,2,4150,23,8,6.521739,16.5,292.26102,18,1,47,46,57,1,1,1
m1,30,2,4200,32,14,4.6875,9.071428,41.576614,23,1,47,46,57,1,1,1
m1,30,2,4250,27,11,5.5555553,11.727273,129.4103,21,1,47,46,57,1,1,1
m1,30,2,4300,27,8,5.5555553,15.375,212.71793,27,1,47,46,57,1,1,1
m1,30,2,4350,24,8,6.25,16.125,154.45653,21,1,47,46,57,1,1,1
m1,30,2,4400,31,12,4.83871,10.5,91.93974,24,1,47,46,57,1,1,1
m1,30,2,4450,34,11,4.4117646,10.909091,137.70406,30,1,47,46,57,1,1,1
m1,30,2,4500,32,11,4.6875,11.363636,85.189514,25,1,47,46,57,1,1,1
m1,30,2,4550,41,15,3.6585367,7.8,40.280518,33,1,47,46,57,1,1,1
m1,30,2,4600,45,16,3.3333333,7.1875,27.181826,35,1,47,46,57,1,1,1
m1,30,2,4650,43,17,3.488372,6.8235292,34.77962,34,1,47,46,57,1,1,1
m1,30,2,4700,37,17,4.0540543,7.470588,26.385891,23,1,47,46,57,1,1,1
m1,30,2,4750,39,15,3.8461537,8.066667,27.39676,29,1,47,46,57,1,1,1
m1,30,2,4800,40,13,3.75,8.923077,42.75641,34,1,47,46,57,1,1,1
m1,30,2,4850,36,14,4.1666665,8.5,44.942883,31,1,47,46,57,1,1,1
m1,30,2,4900,38,14,3.9473684,8.571428,52.483654,30,1,47,46,57,1,1,1
m1,30,2,4950,31,10,4.83871,12.2,78.339745,28,1,47,46,57,1,1,1
m1,30,2,5000,31,12,4.83871,10.416667,78.33975,25,1,47,46,57,1,1,1
m1,30,3,50,95,8,1.5789474,5.25,1.6718906,108,0.9266667,45,49,45,0.9782609,0.9423077,0.86538464
m1,30,3,100,87,18,1.7241379,4.0555553,1.9695227,77,0.93333334,45,50,45,0.9782609,0.96153843,0.86538464
m1,30,3,150,77,16,1.9480519,4.75,3.7604234,74,0.94,45,50,46,0.9782609,0.96153843,0.88461536
m1,30,3,200,70,14,2.142857,5.714286,5.3995852,70,0.94666666,45,50,47,0.9782609,0.96153843,0.90384614
m1,30,3,250,69,13,2.173913,6,6.6751976,72,0.96,45,51,48,0.9782609,0.9807692,0.9230769
m1,30,3,300,54,15,2.7777777,6.6666665,32.289337,50,0.96,45,51,48,0.9782609,0.9807692,0.9230769
m1,30,3,350,47,13,3.1914895,7.923077,17.98426,47,0.96,45,51,48,0.9782609,0.9807692,0.9230769
m1,30,3,400,41,16,3.6585367,7.5,24.43048,30,0.96,45,51,48,0.9782609,0.9807692,0.9230769
m1,30,3,450,47,17,3.1914895,6.5882354,17.375568,38,0.96666664,45,51,49,0.9782609,0.9807692,0.9423077
m1,30,3,500,51,16,2.9411764,6.5625,14.016482,45,0.96666664,45,51,49,0.9782609,0.9807692,0.9423077
m1,30,3,550,42,17,3.5714285,7,24.73867,31,0.96666664,45,51,49,0.9782609,0.9807692,0.9423077
m1,30,3,600,34,10,4.4117646,11.9,136.85556,31,0.96666664,45,51,49,0.9782609,0.9807692,0.9423077
m1,30,3,650,33,14,4.5454545,9.071428,25.630682,23,0.97333336,46,51,49,1,0.9807692,0.9423077
m1,30,3,700,27,10,5.5555553,12.9,214.41019,21,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,750,21,9,7.142857,14.888889,206.02856,16,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,800,28,13,5.357143,10.076923,43.349216,19,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,850,22,10,6.818182,13.3,115.108246,17,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,900,25,12,6,11,115.083336,18,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,950,34,13,4.4117646,9.461538,43.27986,27,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1000,27,12,5.5555553,10.916667,79.10255,19,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1050,29,12,5.172414,10.833333,60.433506,20,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1100,34,14,4.4117646,9.071428,36.24956,23,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1150,29,10,5.172414,12.7,233.71928,23,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1200,29,8,5.172414,15.5,129.5049,26,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1250,38,12,3.9473684,10,41.132305,30,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1300,41,16,3.6585367,7.3125,18.980478,33,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1350,28,12,5.357143,10.833333,68.089966,20,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1400,40,15,3.75,8,21.576923,30,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1450,44,17,3.409091,6.882353,18.665956,33,0.98,46,51,50,1,0.9807692,0.96153843
m1,30,3,1500,47,21,3.1914895,5.6190476,12.419054,32,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1550,42,21,3.5714285,5.952381,18.20209,25,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1600,33,15,4.5454545,8.4,34.81817,24.000008,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1650,44,19,3.409091,6.3157897,14.014796,29.999992,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1700,38,17,3.9473684,7.2352943,23.83498,27,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1750,40,19,3.75,6.5789475,23.47436,25,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1800,43,19,3.488372,6.2105265,10.732001,32,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1850,42,16,3.5714285,7.4375,20.25087,31,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1900,37,22,4.0540543,6.0454545,13.2192135,17,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,1950,36,16,4.1666665,7.8125,34.428596,25,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,2000,40,19,3.75,6.736842,18.192308,22,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,2050,38,17,3.9473684,7.470588,27.240383,23,0.9866667,46,51,51,1,0.9807692,0.9807692
m1,30,3,2100,42,16,3.5714285,7.375,19.665504,32,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2150,32,17,4.6875,7.647059,38.221775,20,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2200,37,17,4.0540543,7.117647,19.385887,29,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2250,32,15,4.6875,8.533334,31.512096,22,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2300,32,16,4.6875,8.125,40.866936,20,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2350,35,17,4.285714,7.5882354,27.033607,21,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2400,33,11,4.5454545,11.181818,86.0682,27,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2450,36,19,4.1666665,6.7894735,20.314283,21,0.99333334,46,52,51,1,1,0.9807692
m1,30,3,2500,25,12,6,11.25,101.583336,15,1,46,52,52,1,1,1
m1,30,3,2550,26,10,5.769231,13.1,99.22463,19,1,46,52,52,1,1,1
m1,30,3,2600,26,13,5.769231,10.384615,169.30464,15,1,46,52,52,1,1,1
m1,30,3,2650,29,16,5.172414,8.4375,45.433506,15,1,46,52,52,1,1,1
m1,30,3,2700,32,15,4.6875,8.6,57.31855,21,1,46,52,52,1,1,1
m1,30,3,2750,31,15,4.83871,8.666667,46.406456,20,1,46,52,52,1,1,1
m1,30,3,2800,32,13,4.6875,9.846154,65.189514,22,1,46,52,52,1,1,1
m1,30,3,2850,30,15,5,8.666667,53.655174,20,1,46,52,52,1,1,1
m1,30,3,2900,29,14,5.172414,9.428572,77.93348,18,1,46,52,52,1,1,1
m1,30,3,2950,29,12,5.172414,10.75,108.5049,21,1,46,52,52,1,1,1
m1,30,3,3000,41,11,3.6585367,10.181818,46.93052,38,1,46,52,52,1,1,1
m1,30,3,3050,31,11,4.83871,11.454545,98.939735,24.000008,1,46,52,52,1,1,1
m1,30,3,3100,30,14,5,9.428572,141.51724,18,1,46,52,52,1,1,1
m1,30,3,3150,39,14,3.8461537,8.714286,48.60729,28,1,46,52,52,1,1,1
m1,30,3,3200,39,16,3.8461537,7.5625,35.34413,29,1,46,52,52,1,1,1
m1,30,3,3250,37,16,4.0540543,7.6875,27.274778,27,1,46,52,52,1,1,1
m1,30,3,3300,36,11,4.1666665,10.363636,80.65713,36,1,46,52,52,1,1,1
m1,30,3,3350,22,8,6.818182,16.25,258.34625,20,1,46,52,52,1,1,1
m1,30,3,3400,28,13,5.357143,10,171.71971,20,1,46,52,52,1,1,1
m1,30,3,3450,28,12,5.357143,10.75,75.645515,21,1,46,52,52,1,1,1
m1,30,3,3500,30,12,5,10.333333,53.103447,26,1,46,52,52,1,1,1
m1,30,3,3550,23,10,6.521739,13.4,203.53368,16,1,46,52,52,1,1,1
m1,30,3,3600,30,13,5,9.923077,53.931034,21,1,46,52,52,1,1,1
m1,30,3,3650,33,16,4.5454545,8.125,44.44316,20,1,46,52,52,1,1,1
m1,30,3,3700,31,12,4.83871,10.666667,72.2731,22,1,46,52,52,1,1,1
m1,30,3,3750,28,11,5.357143,12,113.05288,18,1,46,52,52,1,1,1
m1,30,3,3800,24,13,6.25,10.461538,62.45652,14,1,46,52,52,1,1,1
m1,30,3,3850,29,11,5.172414,11.272727,44.71922,26,1,46,52,52,1,1,1
m1,30,3,3900,27,11,5.5555553,11.727273,81.48718,21,1,46,52,52,1,1,1
m1,30,3,3950,27,15,5.5555553,8.866667,84.564125,17,1,46,52,52,1,1,1
m1,30,3,4000,27,18,5.5555553,7.611111,29.717955,13,1,46,52,52,1,1,1
m1,30,3,4050,24,14,6.25,9.785714,88.45652,13,1,46,52,52,1,1,1
m1,30,3,4100,29,16,5.172414,8.4375,85.21919,15,1,46,52,52,1,1,1
m1,30,3,4150,30,12,5,10.5,112.27586,24,1,46,52,52,1,1,1
m1,30,3,4200,25,9,6,14.222222,282.5,22,1,46,52,52,1,1,1
m1,30,3,4250,31,10,4.83871,12.3,80.93974,27,1,46,52,52,1,1,1
m1,30,3,4300,21,11,7.142857,12.363636,129.92854,14,1,46,52,52,1,1,1
m1,30,3,4350,28,14,5.357143,9.5,71.49737,17,1,46,52,52,1,1,1
m1,30,3,4400,30,15,5,8.8,35.793102,18,1,46,52,52,1,1,1
m1,30,3,4450,34,13,4.4117646,9.384615,33.27986,28.000008,1,46,52,52,1,1,1
m1,30,3,4500,34,13,4.4117646,9.538462,76.12835,26,1,46,52,52,1,1,1
m1,30,3,4550,37,12,4.0540543,9.583333,32.108112,35,1,46,52,52,1,1,1
m1,30,3,4600,33,16,4.5454545,7.75,39.318176,26,1,46,52,52,1,1,1
m1,30,3,4650,27,14,5.5555553,9.285714,126.1795,20,1,46,52,52,1,1,1
m1,30,3,4700,43,16,3.488372,7,29.684383,38,1,46,52,52,1,1,1
m1,30,3,4750,37,14,4.0540543,8.428572,35.997005,32,1,46,52,52,1,1,1
m1,30,3,4800,30,11,5,11.454545,90.68965,24.000008,1,46,52,52,1,1,1
m1,30,3,4850,33,11,4.5454545,11.363636,56.318153,25,1,46,52,52,1,1,1
m1,30,3,4900,29,12,5.172414,10.75,57.362087,21,1,46,52,52,1,1,1
m1,30,3,4950,33,13,4.5454545,9.615385,45.068165,24.999992,1,46,52,52,1,1,1
m1,30,3,5000,32,8,4.6875,15.125,149.64113,29,1,46,52,52,1,1,1
m1,30,4,50,98,11,1.5306122,4.090909,1.4062703,105,0.9066667,45,50,41,0.9375,0.90909094,0.87234044
m1,30,4,100,79,18,1.8987342,4.5,3.2460244,69,0.9266667,45,50,44,0.9375,0.90909094,0.9361702
m1,30,4,150,76,12,1.9736842,5.9166665,8.799294,79,0.9266667,45,50,44,0.9375,0.90909094,0.9361702
m1,30,4,200,55,12,2.7272727,7.75,20.424263,57,0.9266667,45,50,44,0.9375,0.90909094,0.9361702
m1,30,4,250,51,16,2.9411764,6.6875,29.136486,43,0.93333334,46,50,44,0.9583333,0.90909094,0.9361702
m1,30,4,300,51,19,2.9411764,5.6842103,10.696467,42.000008,0.93333334,46,50,44,0.9583333,0.90909094,0.9361702
m1,30,4,350,54,15,2.7777777,6.5333333,19.308182,52,0.93333334,46,50,44,0.9583333,0.90909094,0.9361702
m1,30,4,400,43,13,3.488372,8.461538,34.303432,40,0.93333334,46,50,44,0.9583333,0.90909094,0.9361702
m1,30,4,450,46,17,3.2608695,6.2941175,12.73043,43,0.93333334,46,50,44,0.9583333,0.90909094,0.9361702
m1,30,4,500,49,15,3.0612245,6.866667,12.142014,47,0.94666666,47,50,45,0.9791667,0.90909094,0.9574468
m1,30,4,550,57,14,2.631579,6.642857,11.2725525,57,0.94666666,47,50,45,0.9791667,0.90909094,0.9574468
m1,30,4,600,36,15,4.1666665,8.2,31.342865,27,0.96,48,50,46,1,0.90909094,0.9787234
m1,30,4,650,40,14,3.75,8.285714,38.192307,34,0.96,48,50,46,1,0.90909094,0.9787234
m1,30,4,700,39,15,3.8461537,8.066667,28.71255,29,0.96,48,50,46,1,0.90909094,0.9787234
m1,30,4,750,52,17,2.8846154,6.117647,14.574651,46,0.96,48,50,46,1,0.90909094,0.9787234
m1,30,4,800,43,13,3.488372,8.538462,30.970098,39,0.96,48,50,46,1,0.90909094,0.9787234
m1,30,4,850,46,14,3.2608695,7.857143,17.3082,40,0.96,48,50,46,1,0.90909094,0.9787234
m1,30,4,900,47,16,3.1914895,6.625,20.76687,44,0.96666664,48,51,46,1,0.92727274,0.9787234
m1,30,4,950,41,17,3.6585367,6.7647057,40.78051,35,0.96666664,48,51,46,1,0.92727274,0.9787234
m1,30,4,1000,28,14,5.357143,9.357142,62.682552,19,0.96666664,48,51,46,1,0.92727274,0.9787234
m1,30,4,1050,35,12,4.285714,9.833333,41.32773,32,0.97333336,48,51,47,1,0.92727274,1
m1,30,4,1100,31,14,4.83871,9,63.87312,24,0.97333336,48,51,47,1,0.92727274,1
m1,30,4,1150,34,16,4.4117646,8.0625,38.613194,21,0.97333336,48,51,47,1,0.92727274,1
m1,30,4,1200,26,11,5.769231,11.909091,122.90464,19,0.98,48,52,47,1,0.94545454,1
m1,30,4,1250,24,9,6.25,14.666667,228.45653,18,0.9866667,48,53,47,1,0.96363634,1
m1,30,4,1300,37,13,4.0540543,9.230769,101.27475,30,0.9866667,48,53,47,1,0.96363634,1
m1,30,4,1350,27,9,5.5555553,14.222222,263.7179,22,0.9866667,48,53,47,1,0.96363634,1
m1,30,4,1400,29,9,5.172414,13.888889,140.93346,25,0.9866667,48,53,47,1,0.96363634,1
m1,30,4,1450,35,9,4.285714,13.333333,137.73952,30,0.9866667,48,53,47,1,0.96363634,1
m1,30,4,1500,25,8,6,16.25,225.66667,20,0.9866667,48,53,47,1,0.96363634,1
m1,30,4,1550,28,12,5.357143,10.916667,78.46032,19,0.9866667,48,53,47,1,0.96363634,1
m1,30,4,1600,28,11,5.357143,11.818182,82.23808,20,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,1650,32,11,4.6875,11.181818,45.383064,27,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,1700,40,16,3.75,7.5,20.448717,30,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,1750,39,16,3.8461537,7.5,15.765182,30,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,1800,40,15,3.75,7.866667,19.166666,32,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,1850,36,15,4.1666665,8.266666,35.800034,26,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,1900,41,14,3.6585367,8.571428,24.18048,30,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,1950,35,14,4.285714,8.928572,67.739494,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2000,31,12,4.83871,10.5,55.07312,24,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2050,30,11,5,11.454545,91.655174,24.000008,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2100,38,16,3.9473684,7.6875,20.213356,27,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2150,30,12,5,10.583333,48.62069,23,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2200,20,11,7.5,12.545455,167.3158,12,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2250,26,10,5.769231,12.7,111.86462,23,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2300,18,5,8.333333,26.4,360.353,18,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2350,19,8,7.894737,17,431.43286,14,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2400,24,7,6.25,18.142857,339.23914,23,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2450,26,5,5.769231,24.4,388.18433,28,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2500,28,10,5.357143,12.5,103.12697,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2550,29,11,5.172414,11.727273,77.79063,21,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2600,30,12,5,10.5,70.13793,24,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2650,33,10,4.5454545,11.9,55.318165,31,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2700,29,9,5.172414,13.888889,169.36218,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2750,34,14,4.4117646,8.928572,51.7041,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2800,28,13,5.357143,9.769231,78.164024,23,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2850,32,15,4.6875,8.6,36.802418,21,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2900,36,16,4.1666665,7.75,22.028572,26,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,2950,36,15,4.1666665,7.9333334,33.40002,31,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3000,33,13,4.5454545,9.538462,61.94317,26,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3050,28,13,5.357143,10.076923,46.386257,19,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3100,35,15,4.285714,8.266666,22.974781,26,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3150,29,16,5.172414,8.3125,38.576363,17,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3200,36,12,4.1666665,10.166667,43.74289,28,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3250,29,11,5.172414,11.636364,104.2906,22,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3300,27,12,5.5555553,10.833333,104.71798,20,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3350,24,9,6.25,14.333333,249.84782,21,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3400,24,9,6.25,14.444445,275.23914,20,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3450,27,11,5.5555553,11.727273,176.10252,21,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3500,23,10,6.521739,13.2,160.53354,18,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3550,23,11,6.521739,12.363636,81.351776,14,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3600,26,14,5.769231,9.785714,50.584633,13,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3650,26,11,5.769231,11.636364,90.66463,22,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3700,26,10,5.769231,13.1,90.10463,19,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3750,34,15,4.4117646,8.333333,42.6738,25.000008,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3800,22,6,6.818182,21.5,275.10812,21,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3850,17,7,8.823529,19.428572,347.2794,14,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3900,22,13,6.818182,10.384615,160.15584,15,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,3950,22,7,6.818182,18.571428,153.39394,20,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4000,41,12,3.6585367,9.5,31.430508,36,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4050,37,9,4.0540543,12.888889,137.49696,34,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4100,33,12,4.5454545,10.416667,72.193214,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4150,30,11,5,11.818182,88.206894,20,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4200,25,10,6,13.3,218.75,17,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4250,35,10,4.285714,12.1,148.32774,29,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4300,30,8,5,15.25,123.034485,28,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4350,37,11,4.0540543,10.909091,40.66368,30,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4400,32,11,4.6875,11.363636,49.705647,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4450,31,14,4.83871,8.928572,30.273127,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4500,33,14,4.5454545,9,33.505676,24,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4550,33,14,4.5454545,9.142858,45.880657,22,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4600,44,22,3.409091,5.5454545,13.410147,28,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4650,36,16,4.1666665,7.9375,30.42858,23,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4700,29,13,5.172414,10.230769,57.21922,17,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4750,35,16,4.285714,7.8125,24.327723,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4800,36,14,4.1666665,8.928572,45.51432,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4850,32,15,4.6875,8.6,48.47984,21,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4900,27,11,5.5555553,11.818182,268.02557,20,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,4950,28,7,5.357143,17.857143,118.90472,25,0.99333334,48,54,47,1,0.9818182,1
m1,30,4,5000,26,7,5.769231,18,126.024635,24,0.99333334,48,54,47,1,0.9818182,1
m1,30,5,50,97,12,1.5463917,3.9166667,1.0837637,103,0.92,47,45,46,0.9791667,0.9183673,0.8679245
m1,30,5,100,79,15,1.8987342,4.866667,2.9896138,77,0.9266667,47,45,47,0.9791667,0.9183673,0.8867925
m1,30,5,150,76,15,1.9736842,5.133333,3.892631,73,0.9266667,47,45,47,0.9791667,0.9183673,0.8867925
m1,30,5,200,63,19,2.3809524,5.1578946,6.4976993,52,0.94666666,47,47,48,0.9791667,0.9591837,0.9056604
m1,30,5,250,62,18,2.419355,5.111111,4.1819158,58,0.96,47,47,50,0.9791667,0.9591837,0.9433962
m1,30,5,300,57,17,2.631579,5.8235292,7.6654143,51,0.96,47,47,50,0.9791667,0.9591837,0.9433962
m1,30,5,350,52,19,2.8846154,5.8421054,9.1629,39,0.96,47,47,50,0.9791667,0.9591837,0.9433962
m1,30,5,400,47,17,3.1914895,6.5882354,12.245138,38,0.96,47,47,50,0.9791667,0.9591837,0.9433962
m1,30,5,450,44,15,3.409091,7.4666667,22.619448,38,0.96,47,47,50,0.9791667,0.9591837,0.9433962
m1,30,5,500,44,18,3.409091,6.5,14.805493,33,0.96,47,47,50,0.9791667,0.9591837,0.9433962
m1,30,5,550,48,14,3.125,7.642857,32.409573,43,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,600,45,10,3.3333333,11,76.2272,40,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,650,32,12,4.6875,10.75,103.125,21,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,700,39,17,3.8461537,7.352941,25.028341,25,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,750,34,11,4.4117646,11.363636,83.764694,25,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,800,35,13,4.285714,9.384615,40.21007,28.000008,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,850,43,14,3.488372,8.285714,18.636778,34,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,900,46,16,3.2608695,7.0625,24.508223,37,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,950,44,14,3.409091,8.071428,27.782238,37,0.96666664,47,47,51,0.9791667,0.9591837,0.9622642
m1,30,5,1000,46,13,3.2608695,8.076923,19.930422,45,0.97333336,47,47,52,0.9791667,0.9591837,0.9811321
m1,30,5,1050,44,11,3.409091,10.181818,31.642702,38,0.97333336,47,47,52,0.9791667,0.9591837,0.9811321
m1,30,5,1100,37,11,4.0540543,11,75.5525,29,0.97333336,47,47,52,0.9791667,0.9591837,0.9811321
m1,30,5,1150,44,14,3.409091,7.857143,24.061308,40,0.97333336,47,47,52,0.9791667,0.9591837,0.9811321
m1,30,5,1200,38,14,3.9473684,8.714286,25.834976,28,0.97333336,47,47,52,0.9791667,0.9591837,0.9811321
m1,30,5,1250,38,13,3.9473684,9.230769,64.321495,30,0.98,47,48,52,0.9791667,0.97959185,0.9811321
m1,30,5,1300,46,14,3.2608695,8.214286,22.108198,35,0.9866667,48,48,52,1,0.97959185,0.9811321
m1,30,5,1350,28,9,5.357143,14.111111,208.75674,23,0.9866667,48,48,52,1,0.97959185,0.9811321
m1,30,5,1400,25,8,6,16.125,118.833336,21,0.99333334,48,48,53,1,0.97959185,1
m1,30,5,1450,27,12,5.5555553,11.083333,83.717964,17,0.99333334,48,48,53,1,0.97959185,1
m1,30,5,1500,29,13,5.172414,10.153846,64.21922,18,0.99333334,48,48,53,1,0.97959185,1
m1,30,5,1550,26,14,5.769231,9.571428,107.704636,16,0.99333334,48,48,53,1,0.97959185,1
m1,30,5,1600,37,16,4.0540543,7.6875,84.99698,27,0.99333334,48,48,53,1,0.97959185,1
m1,30,5,1650,28,15,5.357143,8.933333,94.4603,16,0.99333334,48,48,53,1,0.97959185,1
